time,foot1,foot2,hand1,hand2,pos1,pos2,parry_pos1,parry_pos2,ground,result,flow,score,bout,
6:33:15,,,,,,,,,,,,,,
6:33:16,,,,,,,,,,,,,,
6:33:17,,,,,,,,,,,,,,
6:33:18,,,as,as,,,,,,,,,,
6:33:19,,,,,,,,,,,,,,
6:33:20,,,,,,,,,,,,,,
6:33:21,,,,,,,,,,,,,,
6:33:22,,,,h,,4,,,7,,,,,
6:33:23,af,af,h,,4,,,,7,,,,,
,,,,,,,,,,a,ff2,2,,
,,,,,,,,,,,,,14,
6:46:18,fs,fs,,,,,,,,,,,,
6:46:19,,,,,,,,,,,,,,
6:46:20,,,,,,,,,,,,,,
6:46:21,,,,,,,,,,,,,,
6:46:22,,,,,,,,,,,,,,
6:46:23,,,,,,,,,,,,,,
6:46:24,,,,,,,,,,,,,,
6:46:25,,,,,,,,,,,,,,
6:46:26,,,,,,,,,,,,,,
6:46:27,,,,,,,,,,,,,,
6:46:28,,,,,,,,,,,,,,
6:46:29,ff,ff,,,,,,,,,,,,
6:47:00,fs,fs,,,,,,,,,,,,
6:47:01,,,,,,,,,,,,,,
6:47:02,,,,,,,,,,,,,,
6:47:03,,,,,,,,,,,,,,
6:47:04,,,,,,,,,,,,,,
6:47:05,,,,,,,,,,,,,,
6:47:06,,ff,,,,,,,,,,,,
6:47:07,,bs,,,,,,,,,,,,
6:47:08,,,,,,,,,,,,,,
6:47:09,ff,,,,,,,,,,,,,
6:47:10,bs,,,,,,,,,,,,,
6:47:11,,,,,,,,,,,,,,
6:47:12,,,,,,,,,,,,,,
6:47:13,,bf,,,,,,,,,,,,
6:47:14,,fs,,,,,,,,,,,,
6:47:15,,,,,,,,,,,,,,
6:47:16,,,,,,,,,,,,,,
6:47:17,bf,,,,,,,,,,,,,
6:47:18,bs,,,,,,,,,,,,,
6:47:19,,ff,,,,,,,,,,,,
6:47:20,,fs,,,,,,,,,,,,
6:47:21,,,,,,,,,,,,,,
6:47:22,,,,,,,,,,,,,,
6:47:23,,,,,,,,,,,,,,
6:47:24,,,,,,,,,,,,,,
6:47:25,,,,,,,,,,,,,,
6:47:26,,,,,,,,,,,,,,
6:47:27,,ff,,,,,,,,,,,,
6:47:28,,fs,,,,,,,,,,,,
6:47:29,bf,,,,,,,,,,,,,
6:48:00,bs,,,,,,,,,,,,,
6:48:01,,,,,,,,,,,,,,
6:48:02,,,,,,,,,,,,,,
6:48:03,,,,,,,,,,,,,,
6:48:04,,,,,,,,,,,,,,
6:48:05,bf,,,,,,,,,,,,,
6:48:06,bs,,,,,,,,,,,,,
6:48:07,,,,,,,,,,,,,,
6:48:08,,,,,,,,,,,,,,
6:48:09,,,,,,,,,,,,,,
6:48:10,,,,,,,,,,,,,,
6:48:11,,,,,,,,,,,,,,
6:48:12,,,,,,,,,,,,,,
6:48:13,,ff,,,,,,,,,,,,
6:48:14,,fs,,,,,,,,,,,,
6:48:15,,,,,,,,,,,,,,
6:48:16,,,,,,,,,,,,,,
6:48:17,,,,,,,,,,,,,,
6:48:18,,,,,,,,,,,,,,
6:48:19,bf,,,,,,,,,,,,,
6:48:20,cs,,,,,,,,,,,,,
6:48:21,,,,,,,,,,,,,,
6:48:22,,,,,,,,,,,,,,
6:48:23,,,,,,,,,,,,,,
6:48:24,,,,,,,,,,,,,,
6:48:25,,,,,,,,,,,,,,
6:48:26,,,,,,,,,,,,,,
6:48:27,,,,,,,,,,,,,,
6:48:28,,,,,,,,,,,,,,
6:48:29,cf,ff,,,,,,,,,,,,
6:49:00,bs,fs,,,,,,,,,,,,
6:49:01,,,,,,,,,,,,,,
6:49:02,,,,,,,,,,,,,,
6:49:03,,,,,,,,,,,,,,
6:49:04,,,,,,,,,,,,,,
6:49:05,,,,,,,,,,,,,,
6:49:06,,,,,,,,,,,,,,
6:49:07,,,,,,,,,,,,,,
6:49:08,,,,,,,,,,,,,,
6:49:09,,,,,,,,,,,,,,
6:49:10,,ff,,,,,,,,,,,,
6:49:11,,fs,,,,,,,,,,,,
6:49:12,,,,,,,,,,,,,,
6:49:13,bf,,,,,,,,,,,,,
6:49:14,bs,,,,,,,,,,,,,
6:49:15,,,,,,,,,,,,,,
6:49:16,,,,,,,,,,,,,,
6:49:17,,,,,,,,,,,,,,
6:49:18,,,,,,,,,,,,,,
6:49:19,,,,,,,,,,,,,,
6:49:20,,,,,,,,,,,,,,
6:49:21,,,,,,,,,,,,,,
6:49:22,,,,,,,,,,,,,,
6:49:23,,ff,,,,,,,,,,,,
6:49:24,,fs,,,,,,,,,,,,
6:49:25,bf,,,,,,,,,,,,,
6:49:26,bs,,,,,,,,,,,,,
6:49:27,,,,,,,,,,,,,,
6:49:28,,,,,,,,,,,,,,
6:49:29,,,cs,,,,,,,,,,,
6:50:00,,,,,,,,,,,,,,
6:50:01,bf,,,,,,,,,,,,,
6:50:02,bs,,,,,,,,,,,,,
6:50:03,,,,,,,,,,,,,,
6:50:04,,,,,,,,,,,,,,
6:50:05,,,,,,,,,,,,,,
6:50:06,,,,,,,,,,,,,,
6:50:07,,,,,,,,,,,,,,
6:50:08,,ff,,,,,,,,,,,,
6:50:09,,as,,,,,,,,,,,,
6:50:10,,,cf,,,,,,,,,,,
6:50:11,,,,as,,,,,,,,,,
6:50:12,,,,,,,,,,,,,,
6:50:13,,,,,,,,,,,,,,
6:50:14,,,,,,,,,,,,,,
6:50:15,,,,,,,,,,,,,,
6:50:16,bf,,ps,,,,,,,,,,,
6:50:17,bs,,,,,,,,,,,,,
6:50:18,,,,,,,,,,,,,,
6:50:19,,,,,,,,,,,,,,
6:50:20,,,,,,,,,,,,,,
6:50:21,,,pf,,,,,,,,,,,
6:50:22,,af,,,,,,,,,,,,
6:50:23,,,,,,,,,,,,,,
6:50:24,,,,h,,4,,,0.5,,,,,
6:50:25,,,,,,,,,,,,,,
6:50:26,bf,,,,,,,,,,,,,
,,,,,,,,,,a,bbbff,2,,
,,,,,,,,,,,,,15,
7:12:07,fs,fs,,,,,,,,,,,,
7:12:08,,,,,,,,,,,,,,
7:12:09,,,,,,,,,,,,,,
7:12:10,,,,,,,,,,,,,,
7:12:11,,,,,,,,,,,,,,
7:12:12,,,,,,,,,,,,,,
7:12:13,,,,,,,,,,,,,,
7:12:14,,,,,,,,,,,,,,
7:12:15,,,,,,,,,,,,,,
7:12:16,,,,,,,,,,,,,,
7:12:17,,,,,,,,,,,,,,
7:12:18,ff,ff,,,,,,,,,,,,
7:12:19,fs,fs,,,,,,,,,,,,
7:12:20,,,,,,,,,,,,,,
7:12:21,,,,,,,,,,,,,,
7:12:22,,,,,,,,,,,,,,
7:12:23,,,,,,,,,,,,,,
7:12:24,,,,,,,,,,,,,,
7:12:25,ff,,,,,,,,,,,,,
7:12:26,bs,,,,,,,,,,,,,
7:12:27,,,,,,,,,,,,,,
7:12:28,,ff,,,,,,,,,,,,
7:12:29,,bs,,,,,,,,,,,,
7:13:00,bf,,,,,,,,,,,,,
7:13:01,,,,,,,,,,,,,,
7:13:02,,,,,,,,,,,,,,
7:13:03,,bf,,,,,,,,,,,,
7:13:04,,fs,,,,,,,,,,,,
7:13:05,,,,,,,,,,,,,,
7:13:06,,,,,,,,,,,,,,
7:13:07,as,,,,,,,,,,,,,
7:13:08,,,,,,,,,,,,,,
7:13:09,,,,,,,,,,,,,,
7:13:10,,ff,as,ps,,,,,,,,,,
7:13:11,,bs,,,,,,,,,,,,
7:13:12,,,h,,4,,,,7,,,,,
7:13:13,,,,pf,,,,5,,,,,,
7:13:14,,,,as,,,,,,,,,,
7:13:15,,,,,,,,,,,,,,
7:13:16,,bf,,h,,3,,,,,,,,
7:13:17,,,,,,,,,,,,,,
7:13:18,,,,,,,,,,,,,,
7:13:19,,,,,,,,,,,,,,
7:13:20,,,,,,,,,,,,,,
7:13:21,,,,,,,,,,,,,,
7:13:22,,,,,,,,,,,,,,
7:13:23,,,,,,,,,,,,,,
7:13:24,,,,,,,,,,,,,,
7:13:25,,,,,,,,,,,,,,
7:13:26,af,,,,,,,,,,,,,
,,,,,,,,,,a,bbff1,1,,
,,,,,,,,,,,,,16,
7:28:04,fs,fs,,,,,,,,,,,,
7:28:05,,,,,,,,,,,,,,
7:28:06,,,,,,,,,,,,,,
7:28:07,,,,,,,,,,,,,,
7:28:08,,,,,,,,,,,,,,
7:28:09,,,,,,,,,,,,,,
7:28:10,,,,,,,,,,,,,,
7:28:11,,,,,,,,,,,,,,
7:28:12,,,,,,,,,,,,,,
7:28:13,,,,,,,,,,,,,,
7:28:14,,,,,,,,,,,,,,
7:28:15,,,,,,,,,,,,,,
7:28:16,ff,ff,,,,,,,,,,,,
7:28:17,fs,as,,,,,,,,,,,,
7:28:18,,,,,,,,,,,,,,
7:28:19,,,,,,,,,,,,,,
7:28:20,,,,,,,,,,,,,,
7:28:21,,,,,,,,,,,,,,
7:28:22,ff,,,,,,,,,,,,,
7:28:23,as,,,as,,,,,,,,,,
7:28:24,,,as,,,,,,,,,,,
7:28:25,,,,,,,,,,,,,,
7:28:26,,,,,,,,,,,,,,
7:28:27,,,,,,,,,,,,,,
7:28:28,,,,h,,4,,,7,,,,,
7:28:29,af,af,h,,4,,,,7,,,,,
,,,,,,,,,,b,ffb,,,
,,,,,,,,,,,,,17,
7:48:05,fs,fs,,,,,,,,,,,,
7:48:06,,,,,,,,,,,,,,
7:48:07,,,,,,,,,,,,,,
7:48:08,,,,,,,,,,,,,,
7:48:09,,,,,,,,,,,,,,
7:48:10,,,,,,,,,,,,,,
7:48:11,,,,,,,,,,,,,,
7:48:12,,,,,,,,,,,,,,
7:48:13,ff,ff,,,,,,,,,,,,
7:48:14,fs,fs,,,,,,,,,,,,
7:48:15,,,,,,,,,,,,,,
7:48:16,,,,,,,,,,,,,,
7:48:17,,,,,,,,,,,,,,
7:48:18,,,,,,,,,,,,,,
7:48:19,,,,,,,,,,,,,,
7:48:20,,,,,,,,,,,,,,
7:48:21,,,,,,,,,,,,,,
7:48:22,ff,,,,,,,,,,,,,
7:48:23,bs,,,,,,,,,,,,,
7:48:24,,ff,,,,,,,,,,,,
7:48:25,,bs,,,,,,,,,,,,
7:48:26,,,,,,,,,,,,,,
7:48:27,bf,,,,,,,,,,,,,
7:48:28,fs,,,,,,,,,,,,,
7:48:29,,,,,,,,,,,,,,
7:49:00,,,,,,,,,,,,,,
7:49:01,,bf,,,,,,,,,,,,
7:49:02,,bs,,,,,,,,,,,,
7:49:03,,,,,,,,,,,,,,
7:49:04,,,,,,,,,,,,,,
7:49:05,,,,,,,,,,,,,,
7:49:06,,,,,,,,,,,,,,
7:49:07,,,,,,,,,,,,,,
7:49:08,,,,,,,,,,,,,,
7:49:09,,,,,,,,,,,,,,
7:49:10,ff,,,,,,,,,,,,,
7:49:11,fs,,,,,,,,,,,,,
7:49:12,,,,,,,,,,,,,,
7:49:13,,,,,,,,,,,,,,
7:49:14,,,,,,,,,,,,,,
7:49:15,,,,,,,,,,,,,,
7:49:16,,,,,,,,,,,,,,
7:49:17,,,,,,,,,,,,,,
7:49:18,ff,,,,,,,,,,,,,
7:49:19,as,bf,,,,,,,,,,,,
7:49:20,,bs,,,,,,,,,,,,
7:49:21,,,,,,,,,,,,,,
7:49:22,,,,,,,,,,,,,,
7:49:23,,,,,,,,,,,,,,
7:49:24,,,,cs,,,,,,,,,,
7:49:25,,,,,,,,,,,,,,
7:49:26,,,,,,,,,,,,,,
7:49:27,,,,,,,,,,,,,,
7:49:28,,,as,,,,,,,,,,,
7:49:29,,,,,,,,,,,,,,
7:50:00,,,,,,,,,,,,,,
7:50:01,,,,,,,,,,,,,,
7:50:02,af,,,,,,,,,,,,,
7:50:03,,bf,,,,,,,,,,,,
7:50:04,,bs,h,,5,,,,10.5,,,,,
7:50:05,,,,h,,6,,,10.5,,,,,
7:50:06,,bf,,,,,,,,,,,,
,,,,,,,,,,a,bbfbf,1,,
,,,,,,,,,,,,,18,
8:14:17,fs,fs,,,,,,,,,,,,
8:14:18,,,,,,,,,,,,,,
8:14:19,,,,,,,,,,,,,,
8:14:20,,,,,,,,,,,,,,
8:14:21,,,,,,,,,,,,,,
8:14:22,,,,,,,,,,,,,,
8:14:23,,,,,,,,,,,,,,
8:14:24,,,,,,,,,,,,,,
8:14:25,,,,,,,,,,,,,,
8:14:26,,,,,,,,,,,,,,
8:14:27,ff,ff,,,,,,,,,,,,
8:14:28,fs,fs,,,,,,,,,,,,
8:14:29,,,,,,,,,,,,,,
8:15:00,,,,,,,,,,,,,,
8:15:01,,,,,,,,,,,,,,
8:15:02,,,,,,,,,,,,,,
8:15:03,,,,,,,,,,,,,,
8:15:04,ff,,,,,,,,,,,,,
8:15:05,bs,,,,,,,,,,,,,
8:15:06,,ff,,,,,,,,,,,,
8:15:07,,bs,,,,,,,,,,,,
8:15:08,,,,,,,,,,,,,,
8:15:09,bf,,,,,,,,,,,,,
8:15:10,as,,,,,,,,,,,,,
8:15:11,,,,,,,,,,,,,,
8:15:12,,,,,,,,,,,,,,
8:15:13,,,,,,,,,,,,,,
8:15:14,,,,,,,,,,,,,,
8:15:15,,,,,,,,,,,,,,
8:15:16,,,,,,,,,,,,,,
8:15:17,,bf,,,,,,,,,,,,
8:15:18,,bs,,,,,,,,,,,,
8:15:19,,,,,,,,,,,,,,
8:15:20,,,,,,,,,,,,,,
8:15:21,,,,,,,,,,,,,,
8:15:22,,,,,,,,,,,,,,
8:15:23,,,,,,,,,,,,,,
8:15:24,,,as,,,,,,,,,,,
8:15:25,,,,,,,,,,,,,,
8:15:26,,,,,,,,,,,,,,
8:15:27,,,,,,,,,,,,,,
8:15:28,,,,,,,,,,,,,,
8:15:29,,,,,,,,,,,,,,
8:16:00,,,af,,5,,,,8,,,,,
8:16:01,,,,,,,,,,,,,,
8:16:02,,,,,,,,,,,,,,
8:16:03,,,,,,,,,,,,,,
8:16:04,,,,,,,,,,,,,,
8:16:05,,,,,,,,,,,,,,
8:16:06,,,,,,,,,,,,,,
8:16:07,,,,,,,,,,,,,,
8:16:08,,,,,,,,,,,,,,
8:16:09,,,,,,,,,,,,,,
8:16:10,af,,,,,,,,,,,,,
8:16:11,fs,,,,,,,,,,,,,
8:16:12,,,,,,,,,,,,,,
8:16:13,,,,,,,,,,,,,,
8:16:14,,,,,,,,,,,,,,
8:16:15,,,,,,,,,,,,,,
8:16:16,,,,,,,,,,,,,,
8:16:17,,,,,,,,,,,,,,
8:16:18,,bf,,,,,,,,,,,,
8:16:19,,,,,,,,,,,,,,
8:16:20,ff,,,,,,,,,,,,,
8:16:21,,,,,,,,,,,,,,
8:16:22,,,,,,,,,,,,,,
8:16:23,,,,,,,,,,,,,,
8:16:24,,,,,,,,,,,,,,
8:16:25,,,,,,,,,,,,,,
8:16:26,,,,,,,,,,,,,,
8:16:27,,,,,,,,,,,,,,
8:16:28,,,,bs,,,,,,,,,,
8:16:29,,,,,,,,,,,,,,
8:17:00,,,,,,,,,,,,,,
8:17:01,,,,,,,,,,,,,,
8:17:02,,,,bf,,,,,,,,,,
8:17:03,,,,,,,,,,,,,,
8:17:04,,,,,,,,,,,,,,
8:17:05,,,,,,,,,,,,,,
8:17:06,,,,,,,,,,,,,,
8:17:07,,,,,,,,,,,,,,
8:17:08,,,,,,,,,,,,,,
8:17:09,,,,,,,,,,,,,,
8:17:10,,fs,,,,,,,,,,,,
8:17:11,,,,,,,,,,,,,,
8:17:12,,,,,,,,,,,,,,
8:17:13,,,,,,,,,,,,,,
8:17:14,,,,,,,,,,,,,,
8:17:15,,,,,,,,,,,,,,
8:17:16,bs,,,,,,,,,,,,,
8:17:17,,,,,,,,,,,,,,
8:17:18,,ff,,,,,,,,,,,,
8:17:19,,as,,,,,,,,,,,,
8:17:20,,,,,,,,,,,,,,
8:17:21,,,,,,,,,,,,,,
8:17:22,,,,,,,,,,,,,,
8:17:23,,,,,,,,,,,,,,
8:17:24,bf,,,as,,,,,,,,,,
8:17:25,bs,,cs,,,,,,,,,,,
8:17:26,,,,,,,,,,,,,,
8:17:27,,,,,,,,,,,,,,
8:17:28,,,,,,,,,,,,,,
8:17:29,,,,,,,,,,,,,,
8:18:00,,,h,,6,,,,8,,,,,
8:18:01,bf,,,h,,5,,,8,,,,,
8:18:02,,af,,,,,,,,,,,,
,,,,,,,,,,a,bbfbbbff,2,,
,,,,,,,,,,,,,休息,
,,,,,,,,,,,,,19,
9:47:24,fs,fs,,,,,,,,,,,,
9:47:25,,,,,,,,,,,,,,
9:47:26,,,,,,,,,,,,,,
9:47:27,,,,,,,,,,,,,,
9:47:28,,,,,,,,,,,,,,
9:47:29,,,,,,,,,,,,,,
9:48:00,,,,,,,,,,,,,,
9:48:01,,,,,,,,,,,,,,
9:48:02,,,,,,,,,,,,,,
9:48:03,,,,,,,,,,,,,,
9:48:04,,ff,,,,,,,,,,,,
9:48:05,ff,as,,,,,,,,,,,,
9:48:06,as,,,,,,,,,,,,,
9:48:07,,,,,,,,,,,,,,
9:48:08,,,,,,,,,,,,,,
9:48:09,,,,,,,,,,,,,,
9:48:10,,,,,,,,,,,,,,
9:48:11,,,as,as,,,,,,,,,,
9:48:12,,,,,,,,,,,,,,
9:48:13,,,,,,,,,,,,,,
9:48:14,,,,h,,5,,,7,,,,,
9:48:15,,,,,,,,,,,,,,
9:48:16,af,af,h,,5,,,,7,,,,,
,,,,,,,,,,b,ffb,,,
,,,,,,,,,,,,,20,
9:56:29,fs,,,,,,,,,,,,,
9:57:00,,,,,,,,,,,,,,
9:57:01,,fs,,,,,,,,,,,,
9:57:02,,,,,,,,,,,,,,
9:57:03,,,,,,,,,,,,,,
9:57:04,,,,,,,,,,,,,,
9:57:05,,,,,,,,,,,,,,
9:57:06,,,,,,,,,,,,,,
9:57:07,,,,,,,,,,,,,,
9:57:08,,,,,,,,,,,,,,
9:57:09,,,,,,,,,,,,,,
9:57:10,ff,ff,,,,,,,,,,,,
9:57:11,fs,fs,,,,,,,,,,,,
9:57:12,,,,,,,,,,,,,,
9:57:13,,,,,,,,,,,,,,
9:57:14,,,,,,,,,,,,,,
9:57:15,,,,,,,,,,,,,,
9:57:16,,,,,,,,,,,,,,
9:57:17,,,,,,,,,,,,,,
9:57:18,ff,,,,,,,,,,,,,
9:57:19,bs,,,,,,,,,,,,,
9:57:20,,,,,,,,,,,,,,
9:57:21,,ff,,,,,,,,,,,,
9:57:22,,bs,,,,,,,,,,,,
9:57:23,,,,,,,,,,,,,,
9:57:24,bf,,,,,,,,,,,,,
9:57:25,,,,,,,,,,,,,,
9:57:26,,,,,,,,,,,,,,
9:57:27,,,,,,,,,,,,,,
9:57:28,,,,,,,,,,,,,,
9:57:29,,,,,,,,,,,,,,
9:58:00,as,,,,,,,,,,,,,
9:58:01,,,as,,,,,,,,,,,
9:58:02,,,,,,,,,,,,,,
9:58:03,,,,,,,,,,,,,,
9:58:04,,bf,,,,,,,,,,,,
9:58:05,,bs,,,,,,,,,,,,
9:58:06,,,,,,,,,,,,,,
9:58:07,,,af,,5,,,,8,,,,,
9:58:08,af,,,,,,,,,,,,,
9:58:09,,,,,,,,,,,,,,
9:58:10,,,,,,,,,,,,,,
9:58:11,,,,,,,,,,,,,,
9:58:12,,,,,,,,,,,,,,
9:58:13,,,,,,,,,,,,,,
9:58:14,,,,,,,,,,,,,,
9:58:15,,,,,,,,,,,,,,
9:58:16,,,,,,,,,,,,,,
9:58:17,as,,,,,,,,,,,,,
9:58:18,,,,,,,,,,,,,,
9:58:19,,,,,,,,,,,,,,
9:58:20,,,,,,,,,,,,,,
9:58:21,,,,,,,,,,,,,,
9:58:22,,,as,,,,,,,,,,,
9:58:23,,,,,,,,,,,,,,
9:58:24,,,,,,,,,,,,,,
9:58:25,,,,cs,,,,,,,,,,
9:58:26,,bf,,,,,,,,,,,,
9:58:27,,,,,,,,,,,,,,
9:58:28,,,,,,,,,,,,,,
9:58:29,,,h,,5,,,,8,,,,,
9:59:00,af,,,h,,3,,,,,,,,
,,,,,,,,,,a,bbfbbfbf,1,,
,,,,,,,,,,,,,21,同时进攻、同时停顿、左边进攻没有，右边转换没有，左边进攻，得分
10:26:19,fs,fs,,,,,,,,,,,,
10:26:20,,,,,,,,,,,,,,
10:26:21,,,,,,,,,,,,,,
10:26:22,,,,,,,,,,,,,,
10:26:23,,,,,,,,,,,,,,
10:26:24,,,,,,,,,,,,,,
10:26:25,,,,,,,,,,,,,,
10:26:26,,,,,,,,,,,,,,
10:26:27,,,,,,,,,,,,,,
10:26:28,,,,,,,,,,,,,,
10:26:29,,ff,,,,,,,,,,,,
10:27:00,ff,fs,,,,,,,,,,,,
10:27:01,fs,,,,,,,,,,,,,
10:27:02,,,,,,,,,,,,,,
10:27:03,,,,,,,,,,,,,,
10:27:04,,,,,,,,,,,,,,
10:27:05,,,,,,,,,,,,,,
10:27:06,,,,,,,,,,,,,,
10:27:07,ff,ff,,,,,,,,,,,,
10:27:08,bs,bs,,,,,,,,,,,,
10:27:09,,,,,,,,,,,,,,
10:27:10,,,,,,,,,,,,,,
10:27:11,,bf,,,,,,,,,,,,
10:27:12,,fs,,,,,,,,,,,,
10:27:13,,,,,,,,,,,,,,
10:27:14,bf,,,,,,,,,,,,,
10:27:15,fs,,,,,,,,,,,,,
10:27:16,,,as,,,,,,,,,,,
10:27:17,,,,,,,,,,,,,,
10:27:18,ff,,,as,,,,,,,,,,
10:27:19,fs,,,,,,,,,,,,,
10:27:20,,,h,,5,,,,8,,,,,
10:27:21,,,,,,,,,,,,,,
10:27:22,,ff,,,,,,,,,,,,
10:27:23,,fs,,,,,,,,,,,,
10:27:24,,,,h,,5,,,8,,,,,
10:27:25,,,,,,,,,,,,,,
10:27:26,,,,,,,,,,,,,,
10:27:27,,,,,,,,,,,,,,
10:27:28,,,,,,,,,,,,,,
10:27:29,ff,ff,,,,,,,,,,,,
,,,,,,,,,,a,bbff1,1,,
,,,,,,,,,,,,,22,
10:59:28,fs,fs,,,,,,,,,,,,
10:59:29,,,,,,,,,,,,,,
11:00:00,,,,,,,,,,,,,,
11:00:01,,,,,,,,,,,,,,
11:00:02,,,,,,,,,,,,,,
11:00:03,,,,,,,,,,,,,,
11:00:04,,,,,,,,,,,,,,
11:00:05,,,,,,,,,,,,,,
11:00:06,ff,ff,,,,,,,,,,,,
11:00:07,fs,fs,,,,,,,,,,,,
11:00:08,,,,,,,,,,,,,,
11:00:09,,,,,,,,,,,,,,
11:00:10,,,,,,,,,,,,,,
11:00:11,,,,,,,,,,,,,,
11:00:12,,,,,,,,,,,,,,
11:00:13,ff,,,,,,,,,,,,,
11:00:14,bs,,,,,,,,,,,,,
11:00:15,,ff,,,,,,,,,,,,
11:00:16,,bs,,,,,,,,,,,,
11:00:17,,,,,,,,,,,,,,
11:00:18,,,,,,,,,,,,,,
11:00:19,,,,,,,,,,,,,,
11:00:20,,,,,,,,,,,,,,
11:00:21,,,,,,,,,,,,,,
11:00:22,,,,,,,,,,,,,,
11:00:23,,,,,,,,,,,,,,
11:00:24,,,,,,,,,,,,,,
11:00:25,,,,,,,,,,,,,,
11:00:26,,,,,,,,,,,,,,
11:00:27,bf,,,,,,,,,,,,,
11:00:28,fs,,,,,,,,,,,,,
11:00:29,,,,,,,,,,,,,,
11:01:00,,,,,,,,,,,,,,
11:01:01,,,,,,,,,,,,,,
11:01:02,,,,,,,,,,,,,,
11:01:03,,bf,,,,,,,,,,,,
11:01:04,,bs,,,,,,,,,,,,
11:01:05,ff,,,,,,,,,,,,,
11:01:06,as,,,,,,,,,,,,,
11:01:07,,,,,,,,,,,,,,
11:01:08,,,,,,,,,,,,,,
11:01:09,,,,,,,,,,,,,,
11:01:10,,,as,cs,,,,,,,,,,
11:01:11,,,,,,,,,,,,,,
11:01:12,,,,,,,,,,,,,,
11:01:13,,,,,,,,,,,,,,
11:01:14,,,,h,,5,,,9,,,,,
11:01:15,,,,,,,,,,,,,,
11:01:16,af,,h,,5,,,,9,,,,,
11:01:17,,bf,,,,,,,,,,,,
,,,,,,,,,,a,bbff1,1,,
,,,,,,,,,,,,,23,
11:22:12,fs,fs,,,,,,,,,,,,
11:22:13,,,,,,,,,,,,,,
11:22:14,,,,,,,,,,,,,,
11:22:15,,,,,,,,,,,,,,
11:22:16,,,,,,,,,,,,,,
11:22:17,,,,,,,,,,,,,,
11:22:18,,,,,,,,,,,,,,
11:22:19,,,,,,,,,,,,,,
11:22:20,,,,,,,,,,,,,,
11:22:21,ff,,,,,,,,,,,,,
11:22:22,fs,ff,,,,,,,,,,,,
11:22:23,,fs,,,,,,,,,,,,
11:22:24,,,,,,,,,,,,,,
11:22:25,,,,,,,,,,,,,,
11:22:26,,,,,,,,,,,,,,
11:22:27,,,,,,,,,,,,,,
11:22:28,,,,,,,,,,,,,,
11:22:29,ff,,,,,,,,,,,,,
11:23:00,bs,,,,,,,,,,,,,
11:23:01,,ff,,,,,,,,,,,,
11:23:02,,bs,,,,,,,,,,,,
11:23:03,,,,,,,,,,,,,,
11:23:04,,,,,,,,,,,,,,
11:23:05,,bf,,,,,,,,,,,,
11:23:06,,fs,,,,,,,,,,,,
11:23:07,,,,,,,,,,,,,,
11:23:08,,,,,,,,,,,,,,
11:23:09,,,,,,,,,,,,,,
11:23:10,,,,,,,,,,,,,,
11:23:11,bf,,,,,,,,,,,,,
11:23:12,as,ff,,,,,,,,,,,,
11:23:13,,as,as,as,,,,,,,,,,
11:23:14,,,,,,,,,,,,,,
11:23:15,,,,,,,,,,,,,,
11:23:16,,,,,,,,,,,,,,
11:23:17,,,,h,,4,,,7,,,,,
11:23:18,,,h,,3,,,,7,,,,,
11:23:19,af,af,,,,,,,,,,,,
,,,,,,,,,,b,bbffb,,,
,,,,,,,,,,,,,24,
11:39:12,fs,fs,,,,,,,,,,,,
11:39:13,,,,,,,,,,,,,,
11:39:14,,,,,,,,,,,,,,
11:39:15,,,,,,,,,,,,,,
11:39:16,,,,,,,,,,,,,,
11:39:17,,,,,,,,,,,,,,
