time,foot1,foot2,hand1,hand2,pos1,pos2,parry_pos1,parry_pos2,ground,result,flow,score,bout,
11:39:18,,,,,,,,,,,,,,
11:39:19,,,,,,,,,,,,,,
11:39:20,,,,,,,,,,,,,,
11:39:21,,,,,,,,,,,,,,
11:39:22,ff,,,,,,,,,,,,,
11:39:23,fs,ff,,,,,,,,,,,,
11:39:24,,as,,,,,,,,,,,,
11:39:25,,,,,,,,,,,,,,
11:39:26,,,,,,,,,,,,,,
11:39:27,,,,,,,,,,,,,,
11:39:28,,,,,,,,,,,,,,
11:39:29,ff,,,,,,,,,,,,,
11:40:00,bs,,,as,,,,,,,,,,
11:40:01,,,,,,,,,,,,,,
11:40:02,,,,,,,,,,,,,,
11:40:03,,,,,,,,,,,,,,
11:40:04,,,,,,,,,,,,,,
11:40:05,,,ps,,,,,,,,,,,
11:40:06,,,pf,af,,3,3,,6.5,,,,,
11:40:07,,af,rs,,,,,,,,,,,
11:40:08,bf,,,,,,,,,,,,,
11:40:09,,,,,,,,,,,,,,
11:40:10,,,,,,,,,,,,,,
11:40:11,,,,,,,,,,,,,,
11:40:12,,,,,,,,,,,,,,
11:40:13,,,,,,,,,,,,,,
11:40:14,,,,,,,,,,,,,,
11:40:15,,,,,,,,,,,,,,
11:40:16,,,h,,5,,,,6.5,,,,,
,,,,,,,,,,r,bfr,1,,
,,,,,,,,,,,,,25,
11:57:06,fs,,,,,,,,,,,,,
11:57:07,,fs,,,,,,,,,,,,
11:57:08,,,,,,,,,,,,,,
11:57:09,,,,,,,,,,,,,,
11:57:10,,,,,,,,,,,,,,
11:57:11,,,,,,,,,,,,,,
11:57:12,,,,,,,,,,,,,,
11:57:13,,,,,,,,,,,,,,
11:57:14,,,,,,,,,,,,,,
11:57:15,ff,ff,,,,,,,,,,,,
11:57:16,fs,fs,,,,,,,,,,,,
11:57:17,,,,,,,,,,,,,,
11:57:18,,,,,,,,,,,,,,
11:57:19,,,,,,,,,,,,,,
11:57:20,,,,,,,,,,,,,,
11:57:21,ff,,,,,,,,,,,,,
11:57:22,as,,,,,,,,,,,,,
11:57:23,,,,,,,,,,,,,,
11:57:24,,,,,,,,,,,,,,
11:57:25,,ff,,,,,,,,,,,,
11:57:26,,bs,as,,,,,,,,,,,
11:57:27,,,,,,,,,,,,,,
11:57:28,,,,,,,,,,,,,,
11:57:29,,,,,,,,,,,,,,
11:58:00,,,,,,,,,,,,,,
11:58:01,af,,,,,,,,,,,,,
11:58:02,,,,,,,,,,,,,,
11:58:03,,,af,,,,,,,,,,,
11:58:04,,,h,as,5,,,,7.5,,,,,
11:58:05,,,,,,,,,,,,,,
11:58:06,,,,h,,5,,,7.5,,,,,
11:58:07,,,,,,,,,,,,,,
11:58:08,,,,,,,,,,,,,,
11:58:09,,,,,,,,,,,,,,
11:58:10,,bf,,,,,,,,,,,,
,,,,,,,,,,a,fba,2,,
,,,,,,,,,,,,,26,
12:37:14,fs,,,,,,,,,,,,,
12:37:15,,,,,,,,,,,,,,
12:37:16,,fs,,,,,,,,,,,,
12:37:17,,,,,,,,,,,,,,
12:37:18,,,,,,,,,,,,,,
12:37:19,,,,,,,,,,,,,,
12:37:20,,,,,,,,,,,,,,
12:37:21,,,,,,,,,,,,,,
12:37:22,,,,,,,,,,,,,,
12:37:23,ff,,,,,,,,,,,,,
12:37:24,fs,ff,,,,,,,,,,,,
12:37:25,,fs,,,,,,,,,,,,
12:37:26,,,,,,,,,,,,,,
12:37:27,,,,,,,,,,,,,,
12:37:28,,,,,,,,,,,,,,
12:37:29,,,,,,,,,,,,,,
12:38:00,ff,,,,,,,,,,,,,
12:38:01,bs,,,,,,,,,,,,,
12:38:02,,,,,,,,,,,,,,
12:38:03,,,,,,,,,,,,,,
12:38:04,,ff,,,,,,,,,,,,
12:38:05,,bs,,,,,,,,,,,,
12:38:06,,,,,,,,,,,,,,
12:38:07,,,,,,,,,,,,,,
12:38:08,,,,,,,,,,,,,,
12:38:09,,,,,,,,,,,,,,
12:38:10,,,,,,,,,,,,,,
12:38:11,,,,,,,,,,,,,,
12:38:12,bf,,,,,,,,,,,,,
12:38:13,as,,,,,,,,,,,,,
12:38:14,,,as,,,,,,,,,,,
12:38:15,,,,,,,,,,,,,,
12:38:16,,,,,,,,,,,,,,
12:38:17,,,,,,,,,,,,,,
12:38:18,,,af,,3,,,,7.5,,,,,
12:38:19,,,,,,,,,,,,,,
12:38:20,,,,,,,,,,,,,,
12:38:21,,,,,,,,,,,,,,
12:38:22,,,,,,,,,,,,,,
12:38:23,,,,,,,,,,,,,,
12:38:24,,,,,,,,,,,,,,
12:38:25,,,,,,,,,,,,,,
12:38:26,,,,,,,,,,,,,,
12:38:27,,,,,,,,,,,,,,
12:38:28,,,,,,,,,,,,,,
12:38:29,af,,,,,,,,,,,,,
12:39:00,fs,,,,,,,,,,,,,
12:39:01,,,,,,,,,,,,,,
12:39:02,,,,,,,,,,,,,,
12:39:03,,,,,,,,,,,,,,
12:39:04,,,,,,,,,,,,,,
12:39:05,,,,,,,,,,,,,,
12:39:06,,,,,,,,,,,,,,
12:39:07,,,,,,,,,,,,,,
12:39:08,,,,,,,,,,,,,,
12:39:09,,,,,,,,,,,,,,
12:39:10,,,,,,,,,,,,,,
12:39:11,,,,,,,,,,,,,,
12:39:12,,,,,,,,,,,,,,
12:39:13,ff,,,,,,,,,,,,,
12:39:14,,,,,,,,,,,,,,
12:39:15,,,,,,,,,,,,,,
12:39:16,,,,bs,,,,,,,,,,
12:39:17,,,,,,,,,,,,,,
12:39:18,,,,b,,,,,,,,,,
12:39:19,,,,,,,,,,,,,,
12:39:20,,,,,,,,,,,,,,
12:39:21,,,,,,,,,,,,,,
12:39:22,,bf,,,,,,,,,,,,
12:39:23,,fs,,,,,,,,,,,,
12:39:24,,,,,,,,,,,,,,
12:39:25,,,,,,,,,,,,,,
12:39:26,,,,,,,,,,,,,,
12:39:27,,,,,,,,,,,,,,
12:39:28,bs,,,,,,,,,,,,,
12:39:29,,,,,,,,,,,,,,
12:40:00,,ff,,,,,,,,,,,,
12:40:01,,as,,,,,,,,,,,,
12:40:02,,,,,,,,,,,,,,
12:40:03,,,,,,,,,,,,,,
12:40:04,,,,,,,,,,,,,,
12:40:05,bf,,,,,,,,,,,,,
12:40:06,bs,,cs,as,,,,,,,,,,
12:40:07,,,,,,,,,,,,,,
12:40:08,,,,,,,,,,,,,,
12:40:09,,,,,,,,,,,,,,
12:40:10,,,h,,6,,,,7,,,,,
12:40:11,,,,h,,5,,,7,,,,,
12:40:12,,af,,,,,,,,,,,,
12:40:13,,,,,,,,,,,,,,
12:40:14,,,,,,,,,,,,,,
12:40:15,,,,,,,,,,,,,,
12:40:16,bf,,,,,,,,,,,,,
,,,,,,,,,,a,bbfbbbff,2,,
,,,,,,,,,,,,,27,
,,,,,,,,,,,,,,
12:54:10,fs,,,,,,,,,,,,,
12:54:11,,fs,,,,,,,,,,,,
12:54:12,,,,,,,,,,,,,,
12:54:13,,,,,,,,,,,,,,
12:54:14,,,,,,,,,,,,,,
12:54:15,,,,,,,,,,,,,,
12:54:16,,,,,,,,,,,,,,
12:54:17,,,,,,,,,,,,,,
12:54:18,,,,,,,,,,,,,,
12:54:19,,,,,,,,,,,,,,
12:54:20,,,,,,,,,,,,,,
12:54:21,ff,,,,,,,,,,,,,
12:54:22,fs,ff,,,,,,,,,,,,
12:54:23,,as,,,,,,,,,,,,
12:54:24,,,,,,,,,,,,,,
12:54:25,,,,,,,,,,,,,,
12:54:26,,,,,,,,,,,,,,
12:54:27,,,,,,,,,,,,,,
12:54:28,,,,,,,,,,,,,,
12:54:29,ff,,,,,,,,,,,,,
12:55:00,bs,,,,,,,,,,,,,
12:55:01,,,,as,,,,,,,,,,
12:55:02,,,,,,,,,,,,,,
12:55:03,,,,,,,,,,,,,,
12:55:04,,,,,,,,,,,,,,
12:55:05,,,ps,,,,,,,,,,,
12:55:06,,af,p,ap,,5,5,,6.5,,,,,
12:55:07,bf,,rs,,,,,,,,,,,
12:55:08,,,,,,,,,,,,,,
12:55:09,,,,,,,,,,,,,,
12:55:10,,,,,,,,,,,,,,
12:55:11,,,h,,5,,,,6.5,,,,,
,,,,,,,,,,r,bfr,1,,
,,,,,,,,,,,,,28,
13:16:07,fs,,,,,,,,,,,,,
13:16:08,,,,,,,,,,,,,,
13:16:09,,,,,,,,,,,,,,
13:16:10,,fs,,,,,,,,,,,,
13:16:11,,,,,,,,,,,,,,
13:16:12,,,,,,,,,,,,,,
13:16:13,,,,,,,,,,,,,,
13:16:14,,,,,,,,,,,,,,
13:16:15,,,,,,,,,,,,,,
13:16:16,,ff,,,,,,,,,,,,
13:16:17,,as,,,,,,,,,,,,
13:16:18,ff,,,,,,,,,,,,,
13:16:19,as,,,,,,,,,,,,,
13:16:20,,,,,,,,,,,,,,
13:16:21,,,,,,,,,,,,,,
13:16:22,,,,,,,,,,,,,,
13:16:23,,,,,,,,,,,,,,
13:16:24,,,as,as,,,,,,,,,,
13:16:25,,,,,,,,,,,,,,
13:16:26,,,,,,,,,,,,,,
13:16:27,,,,,,,,,,,,,,
13:16:28,,,,h,,3,,,,,,,,
13:16:29,,,,,,,,,,,,,,
13:17:00,,af,h,,3,,,,,,,,,
13:17:01,af,,,,,,,,,,,,,
,,,,,,,,,,b,ffb,,,
,,,,,,,,,,,,,29,
13:28:20,fs,,,,,,,,,,,,,
13:28:21,,,,,,,,,,,,,,
13:28:22,,fs,,,,,,,,,,,,
13:28:23,,,,,,,,,,,,,,
13:28:24,,,,,,,,,,,,,,
13:28:25,,,,,,,,,,,,,,
13:28:26,,,,,,,,,,,,,,
13:28:27,,,,,,,,,,,,,,
13:28:28,,,,,,,,,,,,,,
13:28:29,ff,,,,,,,,,,,,,
13:29:00,fs,ff,,,,,,,,,,,,
13:29:01,,fs,,,,,,,,,,,,
13:29:02,,,,,,,,,,,,,,
13:29:03,,,,,,,,,,,,,,
13:29:04,,,,,,,,,,,,,,
13:29:05,,,,,,,,,,,,,,
13:29:06,ff,,,,,,,,,,,,,
13:29:07,as,,,,,,,,,,,,,
13:29:08,,,,,,,,,,,,,,
13:29:09,,,,,,,,,,,,,,
13:29:10,,ff,as,as,,,,,,,,,,
13:29:11,,as,,,,,,,,,,,,
13:29:12,,,,,,,,,,,,,,
13:29:13,,,,,,,,,,,,,,
13:29:14,af,,h,h,3,4,,,7,,,,,
13:29:15,,,,,,,,,,,,,,
13:29:16,,,,,,,,,,,,,,
13:29:17,,af,,,,,,,,,,,,
,,,,,,,,,,a,ff1,1,,
,,,,,,,,,,,,,30,
13:54:25,fs,,,,,,,,,,,,,
13:54:26,,fs,,,,,,,,,,,,
13:54:27,,,,,,,,,,,,,,
13:54:28,,,,,,,,,,,,,,
13:54:29,,,,,,,,,,,,,,
13:55:00,,,,,,,,,,,,,,
13:55:01,,,,,,,,,,,,,,
13:55:02,,,,,,,,,,,,,,
13:55:03,,,,,,,,,,,,,,
13:55:04,ff,,,,,,,,,,,,,
13:55:05,fs,ff,,,,,,,,,,,,
13:55:06,,fs,,,,,,,,,,,,
13:55:07,,,,,,,,,,,,,,
13:55:08,,,,,,,,,,,,,,
13:55:09,,,,,,,,,,,,,,
13:55:10,,,,,,,,,,,,,,
13:55:11,,,,,,,,,,,,,,
13:55:12,ff,,,,,,,,,,,,,
13:55:13,as,,,,,,,,,,,,,
13:55:14,,,,,,,,,,,,,,
13:55:15,,ff,as,as,,,,,,,,,,
13:55:16,,as,,,,,,,,,,,,
13:55:17,,,,,,,,,,,,,,
13:55:18,,,h,,4,,,,7,,,,,
13:55:19,af,,,h,,4,,,7,,,,,
13:55:20,,af,,,,,,,,,,,,
,,,,,,,,,,a,ff1,1,,
,,,,,,,,,,,,,31,
15:29:14,fs,fs,,,,,,,,,,,,
15:29:15,,,,,,,,,,,,,,
15:29:16,,,,,,,,,,,,,,
15:29:17,,,,,,,,,,,,,,
15:29:18,,,,,,,,,,,,,,
15:29:19,,,,,,,,,,,,,,
15:29:20,,,,,,,,,,,,,,
15:29:21,,,,,,,,,,,,,,
15:29:22,,,,,,,,,,,,,,
15:29:23,ff,,,,,,,,,,,,,
15:29:24,fs,,,,,,,,,,,,,
15:29:25,,ff,,,,,,,,,,,,
15:29:26,,as,,,,,,,,,,,,
15:29:27,,,,,,,,,,,,,,
15:29:28,,,,,,,,,,,,,,
15:29:29,,,,,,,,,,,,,,
15:30:00,ff,,,,,,,,,,,,,
15:30:01,as,,,,,,,,,,,,,
15:30:02,,,as,as,,,,,,,,,,
15:30:03,,,,,,,,,,,,,,
15:30:04,,,,,,,,,,,,,,
15:30:05,,,,,,,,,,,,,,
15:30:06,,,,,,,,,,,,,,
15:30:07,af,af,h,h,4,4,,,7,,,,,
,,,,,,,,,,b,ffb,,,
,,,,,,,,,,,,,32,
15:41:12,fs,fs,,,,,,,,,,,,
15:41:13,,,,,,,,,,,,,,
15:41:14,,,,,,,,,,,,,,
15:41:15,,,,,,,,,,,,,,
15:41:16,,,,,,,,,,,,,,
15:41:17,,,,,,,,,,,,,,
15:41:18,,,,,,,,,,,,,,
15:41:19,,,,,,,,,,,,,,
15:41:20,,,,,,,,,,,,,,
15:41:21,ff,ff,,,,,,,,,,,,
15:41:22,fs,fs,,,,,,,,,,,,
15:41:23,,,,,,,,,,,,,,
15:41:24,,,,,,,,,,,,,,
15:41:25,,,,,,,,,,,,,,
15:41:26,,,,,,,,,,,,,,
15:41:27,,,,,,,,,,,,,,
15:41:28,ff,,,,,,,,,,,,,
15:41:29,as,,,,,,,,,,,,,
15:42:00,,,,,,,,,,,,,,
15:42:01,,,,,,,,,,,,,,
15:42:02,,,as,,,,,,,,,,,
15:42:03,,ff,,,,,,,,,,,,
15:42:04,,bs,,,,,,,,,,,,
15:42:05,,,,,,,,,,,,,,
15:42:06,af,,,ps,,,,,,,,,,
15:42:07,,,,,,,,,,,,,,
15:42:08,,,,,,,,,,,,,,
15:42:09,,,,,,,,,,,,,,
15:42:10,,,ap,p,3,,,,,,,,,
15:42:11,,,,rs,,,,,,,,,,
15:42:12,,bf,,,,,,,,,,,,
15:42:13,,,,hp,,,,,,,,,,
,,,,,,,,,,i,,,,
,,,,,,,,,,,,,33,
16:30:08,fs,fs,,,,,,,,,,,,
16:30:09,,,,,,,,,,,,,,
16:30:10,,,,,,,,,,,,,,
16:30:11,,,,,,,,,,,,,,
16:30:12,,,,,,,,,,,,,,
16:30:13,,,,,,,,,,,,,,
16:30:14,,,,,,,,,,,,,,
16:30:15,,,,,,,,,,,,,,
16:30:16,,,,,,,,,,,,,,
16:30:17,,,,,,,,,,,,,,
16:30:18,ff,ff,,,,,,,,,,,,
16:30:19,fs,fs,,,,,,,,,,,,
16:30:20,,,,,,,,,,,,,,
16:30:21,,,,,,,,,,,,,,
16:30:22,,,,,,,,,,,,,,
16:30:23,,,,,,,,,,,,,,
16:30:24,,,,,,,,,,,,,,
16:30:25,,,,,,,,,,,,,,
16:30:26,,,,,,,,,,,,,,
16:30:27,ff,,,,,,,,,,,,,
16:30:28,bs,ff,,,,,,,,,,,,
16:30:29,,bs,,,,,,,,,,,,
16:31:00,,,,,,,,,,,,,,
16:31:01,,,,,,,,,,,,,,
16:31:02,,,,,,,,,,,,,,
16:31:03,,,,,,,,,,,,,,
16:31:04,,bf,,,,,,,,,,,,
16:31:05,,fs,,,,,,,,,,,,
16:31:06,,,,,,,,,,,,,,
16:31:07,bf,,,,,,,,,,,,,
16:31:08,as,,,,,,,,,,,,,
16:31:09,,,,,,,,,,,,,,
16:31:10,,,,,,,,,,,,,,
16:31:11,,,as,ps,,,,1,,,,,,
16:31:12,,ff,,,,,,,,,,,,
16:31:13,,bs,,,,,,,,,,,,
16:31:14,,,h,,4,,,,7.5,,,,,
16:31:15,,,,,,,,,,,,,,
16:31:16,,,,,,,,,,,,,,
16:31:17,,,,pf,,,,,,,,,,
16:31:18,af,bf,,,,,,,,,,,,
,,,,,,,,,,a,bbfbf,1,,
,,,,,,,,,,,,,34,
16:48:10,fs,,,,,,,,,,,,,
16:48:11,,fs,,,,,,,,,,,,
16:48:12,,,,,,,,,,,,,,
16:48:13,,,,,,,,,,,,,,
16:48:14,,,,,,,,,,,,,,
16:48:15,,,,,,,,,,,,,,
16:48:16,,,,,,,,,,,,,,
16:48:17,,,,,,,,,,,,,,
16:48:18,ff,,,,,,,,,,,,,
16:48:19,fs,ff,,,,,,,,,,,,
16:48:20,,fs,,,,,,,,,,,,
16:48:21,,,,,,,,,,,,,,
16:48:22,,,,,,,,,,,,,,
16:48:23,,,,,,,,,,,,,,
16:48:24,,,,,,,,,,,,,,
16:48:25,,,,,,,,,,,,,,
16:48:26,ff,,,,,,,,,,,,,
16:48:27,as,,,,,,,,,,,,,
16:48:28,,,,,,,,,,,,,,
16:48:29,,ff,as,,,,,,,,,,,
16:49:00,,bs,,,,,,,,,,,,
16:49:01,,,,,,,,,,,,,,
16:49:02,,,,,,,,,,,,,,
16:49:03,,,,,,,,,,,,,,
16:49:04,,,,,,,,,,,,,,
16:49:05,af,,,,,,,,,,,,,
16:49:06,,,,,,,,,,,,,,
16:49:07,,,af,,,,,,,,,,,
16:49:08,,,h,as,5,,,,,,,,,
16:49:09,,,,,,,,,,,,,,
16:49:10,,,,,,,,,,,,,,
16:49:11,,bf,,h,,5,,,7.5,,,,,
,,,,,,,,,,a,fbf,2,,
,,,,,,,,,,,,,35,
17:44:17,fs,fs,,,,,,,,,,,,
17:44:18,,,,,,,,,,,,,,
17:44:19,,,,,,,,,,,,,,
17:44:20,,,,,,,,,,,,,,
17:44:21,,,,,,,,,,,,,,
17:44:22,,,,,,,,,,,,,,
17:44:23,,,,,,,,,,,,,,
17:44:24,,,,,,,,,,,,,,
17:44:25,ff,,,,,,,,,,,,,
17:44:26,fs,ff,,,,,,,,,,,,
17:44:27,,fs,,,,,,,,,,,,
17:44:28,,,,,,,,,,,,,,
17:44:29,,,,,,,,,,,,,,
17:45:00,,,,,,,,,,,,,,
17:45:01,,,,,,,,,,,,,,
17:45:02,,,,,,,,,,,,,,
17:45:03,ff,,,,,,,,,,,,,
17:45:04,bs,,,,,,,,,,,,,
17:45:05,,ff,,,,,,,,,,,,
17:45:06,,bs,,,,,,,,,,,,
17:45:07,,,,,,,,,,,,,,
17:45:08,,,,,,,,,,,,,,
17:45:09,,,,,,,,,,,,,,
17:45:10,,,,,,,,,,,,,,
17:45:11,,,,,,,,,,,,,,
17:45:12,,,,,,,,,,,,,,
17:45:13,,,,,,,,,,,,,,
17:45:14,,,,,,,,,,,,,,
17:45:15,,,,,,,,,,,,,,
17:45:16,,bf,,cs,,,,,,,,,,
17:45:17,bf,bs,,,,,,,,,,,,
17:45:18,fs,,,,,,,,,,,,,
17:45:19,,,,cf,,,,,,,,,,
17:45:20,,,,,,,,,,,,,,
17:45:21,,,,,,,,,,,,,,
17:45:22,,,,,,,,,,,,,,
17:45:23,,,,,,,,,,,,,,
17:45:24,,,,,,,,,,,,,,
17:45:25,ff,bf,,,,,,,,,,,,
17:45:26,as,bs,,,,,,,,,,,,
17:45:27,,,,,,,,,,,,,,
17:45:28,,,,,,,,,,,,,,
17:45:29,,,,,,,,,,,,,,
17:46:00,,,,,,,,,,,,,,
17:46:01,,,,,,,,,,,,,,
17:46:02,,,,,,,,,,,,,,
17:46:03,,,,,,,,,,,,,,
17:46:04,,,as,,,,,,,,,,,
17:46:05,,,,,,,,,,,,,,
17:46:06,,,,,,,,,,,,,,
17:46:07,,,,,,,,,,,,,,
17:46:08,af,,h,,4,,,,10,,,,,
17:46:09,,,,,,,,,,,,,,
17:46:10,,bf,,,,,,,,,,,,
17:46:11,,bs,,,,,,,,,,,,
17:46:12,,,,,,,,,,,,,,
17:46:13,,,,,,,,,,,,,,
17:46:14,,,,,,,,,,,,,,
17:46:15,,,,,,,,,,,,,,
17:46:16,,,,,,,,,,,,,,
17:46:17,,,,,,,,,,,,,,
17:46:18,,,,,,,,,,,,,,
17:46:19,,,,,,,,,,,,,,
17:46:20,,,,,,,,,,,,,,
17:46:21,,,,,,,,,,,,,,
17:46:22,,,,,,,,,,,,,,
17:46:23,,,,,,,,,,,,,,
17:46:24,,,,,,,,,,,,,,
17:46:25,,,,,,,,,,,,,,
17:46:26,,,,,,,,,,,,,,
17:46:27,,,,,,,,,,,,,,
17:46:28,,,,,,,,,,,,,,
17:46:29,,,,,,,,,,,,,,
17:46:30,,,,,,,,,,,,,,
17:47:00,,,,,,,,,,,,,,
17:47:01,,bf,,,,,,,,,,,,
,,,,,,,,,,a,bbfbf,1,,
,,,,,,,,,,,,,36,
18:11:17,fs,fs,,,,,,,,,,,,
18:11:18,,,,,,,,,,,,,,
18:11:19,,,,,,,,,,,,,,
18:11:20,,,,,,,,,,,,,,
18:11:21,,,,,,,,,,,,,,
18:11:22,,,,,,,,,,,,,,
18:11:23,,,,,,,,,,,,,,
18:11:24,,,,,,,,,,,,,,
18:11:25,ff,ff,,,,,,,,,,,,
18:11:26,fs,as,,,,,,,,,,,,
18:11:27,,,,,,,,,,,,,,
18:11:28,,,,,,,,,,,,,,
18:11:29,,,,,,,,,,,,,,
18:12:00,,,,,,,,,,,,,,
18:12:01,,,,,,,,,,,,,,
18:12:02,,,,,,,,,,,,,,
18:12:03,,,,,,,,,,,,,,
18:12:04,ff,,,,,,,,,,,,,
18:12:05,bs,,,,,,,,,,,,,
18:12:06,,,,,,,,,,,,,,
18:12:07,,,,as,,,,,,,,,,
18:12:08,,,,,,,,,,,,,,
18:12:09,,,,,,,,,,,,,,
18:12:10,,,,,,,,,,,,,,
18:12:11,,,,,,,,,,,,,,
18:12:12,,af,,,,,,,,,,,,
18:12:13,,,,af,,,,,,,,,,
18:12:14,,,,,,,,,,,,,,
18:12:15,bf,,,,,,,,,,,,,
18:12:16,bs,,,,,,,,,,,,,
18:12:17,,,,,,,,,,,,,,
18:12:18,,,,,,,,,,,,,,
18:12:19,,,,,,,,,,,,,,
18:12:20,,,,,,,,,,,,,,
18:12:21,,,,,,,,,,,,,,
18:12:22,,,,,,,,,,,,,,
18:12:23,,,,,,,,,,,,,,
18:12:24,,,,,,,,,,,,,,
18:12:25,bf,,,g,,,,,,,,,,
,,,,,,,,,,g,,,,
,,,,,,,,,,,,,37,
18:37:02,fs,fs,,,,,,,,,,,,
18:37:03,,,,,,,,,,,,,,
18:37:04,,,,,,,,,,,,,,
18:37:05,,,,,,,,,,,,,,
18:37:06,,,,,,,,,,,,,,
18:37:07,,,,,,,,,,,,,,
18:37:08,,,,,,,,,,,,,,
18:37:09,,,,,,,,,,,,,,
18:37:10,,,,,,,,,,,,,,
18:37:11,,,,,,,,,,,,,,
18:37:12,,,,,,,,,,,,,,
18:37:13,ff,ff,,,,,,,,,,,,
18:37:14,fs,as,,,,,,,,,,,,
18:37:15,,,,,,,,,,,,,,
18:37:16,,,,,,,,,,,,,,
18:37:17,,,,,,,,,,,,,,
18:37:18,,,,,,,,,,,,,,
18:37:19,,,,,,,,,,,,,,
18:37:20,,,,,,,,,,,,,,
18:37:21,ff,,,,,,,,,,,,,
18:37:22,bs,,,,,,,,,,,,,
18:37:23,,,,as,,,,,,,,,,
18:37:24,,,,,,,,,,,,,,
18:37:25,,,ps,,,,,,,,,,,
18:37:26,,,,,,,,,,,,,,
18:37:27,,,,,,,,,,,,,,
18:37:28,,,p,ap,,5,5,,,,,,,
18:37:29,,af,rs,,,,,,,,,,,
18:38:00,,,,,,,,,,,,,,
18:38:01,bf,,,,,,,,,,,,,
18:38:02,,,,,,,,,,,,,,
18:38:03,,,,,,,,,,,,,,
18:38:04,,,,h,,6,,,,,,,,
18:38:05,,,h,,5,,,,6,,,,,
,,,,,,,,,,r,bfr,1,,
,,,,,,,,,,,,,38,
19:00:28,fs,fs,,,,,,,,,,,,
19:00:29,,,,,,,,,,,,,,
19:01:00,,,,,,,,,,,,,,
19:01:01,,,,,,,,,,,,,,
19:01:02,,,,,,,,,,,,,,
19:01:03,,,,,,,,,,,,,,
19:01:04,,,,,,,,,,,,,,
19:01:05,,,,,,,,,,,,,,
19:01:06,,ff,,,,,,,,,,,,
19:01:07,,as,,,,,,,,,,,,
19:01:08,,,,,,,,,,,,,,
19:01:09,ff,,,,,,,,,,,,,
19:01:10,fs,,,,,,,,,,,,,
19:01:11,,,,,,,,,,,,,,
19:01:12,,,,,,,,,,,,,,
19:01:13,,,,,,,,,,,,,,
19:01:14,,,,,,,,,,,,,,
19:01:15,,,,,,,,,,,,,,
19:01:16,,,cs,as,,,,,,,,,,
19:01:17,,,,,,,,,,,,,,
19:01:18,,,,,,,,,,,,,,
19:01:19,,,,,,,,,,,,,,
19:01:20,ff,af,h,,,,,,,,,,,
19:01:21,bs,,ps,,,,,,,,,,,
19:01:22,,,p,af,,5,5,,,,,,,
19:01:23,,,rs,,,,,,,,,,,
19:01:24,,,h,h,5,5,,,6,,,,,
19:01:25,,,,,,,,,,,,,,
19:01:26,,,,,,,,,,,,,,
19:01:27,,,,,,,,,,,,,,
19:01:28,,,,,,,,,,,,,,
19:01:29,bf,,,,,,,,,,,,,
,,,,,,,,,,r,bfr,1,,
